RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2646,15801379,Customer_2646,534,France,Female,40,3,0.0,1,1,0,99626.67,0
2647,15774751,Customer_2647,603,Spain,Male,78,0,59918.14,1,0,1,25547.0,0
2648,15586734,Customer_2648,532,Germany,Male,64,10,66430.25,1,0,0,51533.7,1
2649,15728572,Customer_2649,731,France,Male,20,7,48602.02,1,1,1,126463.39,0
2650,15602752,Customer_2650,730,France,Female,34,4,192885.15,1,1,0,151137.52,0
2651,15737886,Customer_2651,596,France,Female,39,7,0.0,1,1,0,48768.81,0
2652,15684122,Customer_2652,525,France,Male,33,7,115356.2,1,0,1,52408.96,0
2653,15776037,Customer_2653,850,France,Male,20,4,30849.08,2,0,1,95608.86,0
2654,15627622,Customer_2654,657,France,Male,69,7,142569.9,2,0,1,196212.4,1
2655,15809508,Customer_2655,644,Spain,Male,50,6,0.0,2,1,1,110040.58,0
2656,15761702,Customer_2656,570,France,Male,59,2,16804.38,1,0,1,162695.21,0
2657,15641899,Customer_2657,552,Spain,Female,19,3,0.0,1,0,1,183729.72,0
2658,15624832,Customer_2658,703,Spain,Female,56,10,0.0,2,0,0,127376.15,1
2659,15654927,Customer_2659,685,France,Female,63,6,0.0,1,0,0,103832.69,0
2660,15790527,Customer_2660,598,Germany,Female,65,3,0.0,1,1,1,152906.81,1
2661,15797578,Customer_2661,733,France,Male,44,5,99051.7,2,1,1,63781.46,0
2662,15570600,Customer_2662,628,Spain,Male,32,1,189843.16,1,1,1,194515.03,0
2663,15772118,Customer_2663,713,France,Female,24,1,148963.77,1,0,1,95077.41,0
2664,15811534,Customer_2664,689,Germany,Female,74,2,0.0,3,1,1,185652.52,1
2665,15749990,Customer_2665,634,Germany,Male,59,9,0.0,1,1,0,151954.82,1
2666,15760826,Customer_2666,724,France,Female,26,6,54550.53,2,0,1,42309.44,0
2667,15641114,Customer_2667,760,France,Male,23,2,0.0,2,1,0,44146.84,0
2668,15718811,Customer_2668,751,Germany,Male,74,2,0.0,1,1,0,69970.83,1
2669,15622646,Customer_2669,504,Germany,Male,47,3,0.0,2,0,1,74412.99,1
2670,15670628,Customer_2670,759,France,Female,72,9,32459.66,1,0,0,3010.9,1
2671,15789711,Customer_2671,699,Germany,Female,71,5,151895.48,2,0,1,171153.92,1
2672,15612669,Customer_2672,711,France,Female,44,0,128000.56,1,1,1,48096.64,0
2673,15579399,Customer_2673,438,Germany,Female,76,5,171009.31,3,1,0,164949.72,1
2674,15785135,Customer_2674,503,France,Female,24,7,245243.16,2,1,0,96577.19,0
2675,15795839,Customer_2675,625,Spain,Male,57,7,137745.3,2,1,0,118406.9,0
2676,15787471,Customer_2676,469,France,Female,89,5,0.0,2,1,0,107291.52,0
2677,15780250,Customer_2677,821,France,Male,19,5,93331.23,1,1,0,188929.96,0
2678,15706651,Customer_2678,564,France,Male,31,2,0.0,1,1,0,83598.4,1
2679,15666141,Customer_2679,531,France,Male,27,1,90471.18,1,0,1,77756.94,0
2680,15611830,Customer_2680,609,Germany,Female,67,6,0.0,1,0,1,122979.23,1
2681,15700142,Customer_2681,627,France,Female,35,7,78337.75,2,1,0,76374.29,0
2682,15745148,Customer_2682,675,Spain,Female,35,9,51507.13,2,0,1,121489.18,0
2683,15736823,Customer_2683,423,France,Female,33,5,119782.72,1,1,1,114475.91,0
2684,15671638,Customer_2684,517,France,Female,69,4,120597.94,1,1,0,155005.03,0
2685,15764992,Customer_2685,592,France,Female,86,3,193655.16,2,1,1,197982.22,0
2686,15790562,Customer_2686,706,France,Female,69,0,130550.0,1,0,0,195456.43,0
2687,15652892,Customer_2687,625,France,Female,48,8,0.0,2,0,1,24763.03,1
2688,15674239,Customer_2688,667,France,Male,40,10,65590.31,1,0,1,90426.59,0
2689,15679621,Customer_2689,761,France,Female,59,9,0.0,1,0,0,84475.27,0
2690,15703312,Customer_2690,641,France,Male,79,3,31840.22,2,1,1,38142.42,1
2691,15651736,Customer_2691,697,Germany,Male,67,1,245751.03,1,1,0,148744.19,1
2692,15715308,Customer_2692,641,Germany,Male,32,3,124258.0,1,0,1,193702.01,0
2693,15662057,Customer_2693,782,France,Male,61,10,54636.88,2,0,1,30534.62,1
2694,15723429,Customer_2694,717,France,Female,59,4,95038.73,1,1,0,54455.66,1
2695,15780910,Customer_2695,373,Spain,Female,62,1,13688.84,2,0,1,170999.5,0
2696,15628624,Customer_2696,688,Germany,Male,52,6,49965.44,3,0,1,61057.95,1
2697,15594589,Customer_2697,843,Germany,Male,39,2,90481.56,2,1,1,88255.31,0
2698,15588730,Customer_2698,772,France,Male,91,7,143059.67,2,0,1,148068.97,0
2699,15762707,Customer_2699,601,Spain,Female,55,3,41075.4,1,1,0,25211.48,0
2700,15659890,Customer_2700,727,Spain,Male,87,10,172231.19,2,1,0,105429.56,1
2701,15603766,Customer_2701,561,Germany,Male,81,4,212626.36,1,1,0,21943.0,1
2702,15582491,Customer_2702,630,Spain,Female,24,2,147361.51,2,0,1,61078.24,0
2703,15670276,Customer_2703,578,France,Male,61,10,81256.35,1,0,0,47390.86,0
2704,15695940,Customer_2704,663,France,Female,24,4,39134.16,1,0,1,146044.08,0
2705,15609893,Customer_2705,850,Spain,Female,83,8,13728.42,2,0,0,30142.46,0
2706,15725554,Customer_2706,483,Spain,Male,77,10,185632.56,2,1,0,132385.18,0
2707,15782821,Customer_2707,722,France,Male,18,1,160835.05,1,0,0,115122.18,0
2708,15572413,Customer_2708,578,France,Male,79,6,0.0,1,1,0,135159.72,0
2709,15681452,Customer_2709,562,France,Female,35,9,34478.93,1,1,0,175310.67,0
2710,15679513,Customer_2710,693,France,Female,24,7,59686.04,2,1,0,106825.75,0
2711,15633862,Customer_2711,652,Spain,Female,71,2,0.0,1,1,0,144119.11,1
2712,15589942,Customer_2712,684,Germany,Male,84,10,125164.35,1,0,0,160906.41,0
2713,15717225,Customer_2713,645,France,Male,27,3,241079.89,1,1,1,139123.69,0
2714,15583184,Customer_2714,634,France,Male,78,10,249993.32,1,0,0,63818.39,0
2715,15741462,Customer_2715,659,France,Male,76,9,202169.71,2,1,1,192285.97,0
2716,15791079,Customer_2716,640,France,Male,76,1,0.0,1,1,0,12158.74,1
2717,15814478,Customer_2717,626,Germany,Male,86,9,0.0,1,1,0,74465.74,1
2718,15600829,Customer_2718,655,Spain,Female,80,8,70872.24,2,1,1,164258.27,1
2719,15597530,Customer_2719,599,Spain,Female,25,2,0.0,2,0,0,69986.27,0
2720,15756514,Customer_2720,797,France,Female,72,8,0.0,2,1,0,109186.31,0
2721,15566803,Customer_2721,488,Spain,Male,23,6,179547.22,2,1,1,26907.31,0
2722,15691812,Customer_2722,507,Spain,Female,18,5,240164.25,2,0,1,171368.01,0
2723,15802804,Customer_2723,808,Spain,Female,73,10,206703.08,1,1,0,186225.87,0
2724,15573488,Customer_2724,721,France,Female,27,10,0.0,1,1,0,196796.87,0
2725,15813357,Customer_2725,524,France,Male,40,2,0.0,2,1,0,15429.05,1
2726,15809835,Customer_2726,721,France,Male,33,10,51985.18,2,1,0,39840.49,0
2727,15677985,Customer_2727,576,France,Female,33,6,128181.54,1,1,0,99000.36,0
2728,15790245,Customer_2728,691,France,Male,73,10,238466.68,1,0,0,54529.05,0
2729,15648288,Customer_2729,647,France,Male,23,2,227078.49,3,0,0,128524.18,0
2730,15812166,Customer_2730,697,France,Male,47,10,49886.09,1,1,0,169082.35,0
2731,15727533,Customer_2731,665,Germany,Male,80,5,79052.74,1,1,1,25423.4,1
2732,15688177,Customer_2732,565,France,Female,18,7,151314.72,1,1,1,649.29,0
2733,15641971,Customer_2733,598,France,Male,68,4,124583.32,1,1,0,198738.7,0
2734,15677952,Customer_2734,658,Spain,Female,63,10,38647.07,2,1,0,90090.26,0
2735,15633298,Customer_2735,509,Spain,Female,38,10,98633.72,1,1,1,13700.93,0
2736,15814647,Customer_2736,589,Spain,Male,55,2,239131.45,2,0,1,117700.21,0
2737,15646450,Customer_2737,628,Spain,Male,86,5,0.0,1,0,1,150636.86,0
2738,15616956,Customer_2738,652,Germany,Male,80,7,144262.21,2,1,0,160244.97,1
2739,15708955,Customer_2739,587,Spain,Female,67,9,0.0,1,1,1,113858.76,1
2740,15631247,Customer_2740,725,France,Female,29,2,63257.51,1,1,0,135901.52,0
2741,15688394,Customer_2741,496,France,Female,86,10,188068.65,2,1,0,95254.48,0
2742,15648254,Customer_2742,651,France,Female,90,10,0.0,1,1,1,123951.09,0
2743,15590124,Customer_2743,709,France,Female,61,4,62963.73,2,0,0,190311.01,0
2744,15667020,Customer_2744,850,France,Female,69,8,0.0,2,0,0,197496.93,1
2745,15777470,Customer_2745,516,Germany,Female,26,9,102568.3,1,1,1,125512.52,1
2746,15660668,Customer_2746,451,Spain,Male,82,9,214062.69,1,1,1,116784.68,0
2747,15651331,Customer_2747,747,Germany,Female,27,2,245801.55,1,1,1,69106.16,0
2748,15589173,Customer_2748,693,France,Female,63,10,170261.43,1,1,0,64853.81,1
2749,15665745,Customer_2749,685,Spain,Female,75,1,188768.0,2,1,0,184892.86,0
2750,15799723,Customer_2750,452,Germany,Female,54,10,0.0,1,1,0,133029.04,0
2751,15621823,Customer_2751,626,France,Male,69,7,134879.85,3,1,1,91718.6,0
2752,15791724,Customer_2752,675,Germany,Female,30,6,186778.7,2,1,0,133188.84,0
2753,15806194,Customer_2753,513,France,Female,23,8,129346.2,2,1,0,24192.11,0
2754,15779734,Customer_2754,503,France,Male,75,3,31251.13,1,0,1,188681.82,0
2755,15631416,Customer_2755,583,Spain,Male,65,2,0.0,1,0,1,104466.65,0
2756,15651168,Customer_2756,565,France,Female,49,9,0.0,1,1,1,66821.97,0
2757,15678704,Customer_2757,713,France,Female,28,4,33447.44,2,1,0,2669.43,0
2758,15694938,Customer_2758,598,Spain,Female,22,10,0.0,1,0,0,135431.94,0
2759,15601544,Customer_2759,547,Germany,Female,23,0,27906.18,2,1,1,193907.03,0
2760,15712111,Customer_2760,850,France,Female,91,4,161066.48,2,1,1,111708.7,1
2761,15788198,Customer_2761,708,France,Female,38,2,163713.58,2,1,0,66541.16,0
2762,15622609,Customer_2762,691,France,Male,59,0,0.0,2,1,1,83669.99,0
2763,15700358,Customer_2763,552,Germany,Male,44,2,241488.26,2,0,0,113737.93,0
2764,15592582,Customer_2764,542,France,Female,20,4,0.0,1,1,0,137749.55,0
2765,15654516,Customer_2765,618,France,Female,77,4,36300.87,1,0,0,36674.5,0
2766,15626646,Customer_2766,781,Spain,Female,83,9,189642.91,1,0,0,187017.33,0
2767,15747851,Customer_2767,535,Germany,Male,66,7,0.0,2,1,0,82866.63,0
2768,15591645,Customer_2768,457,France,Female,51,10,0.0,1,1,0,124891.1,0
2769,15706626,Customer_2769,485,Germany,Male,54,0,0.0,2,1,0,182280.13,0
2770,15594798,Customer_2770,463,Germany,Male,59,6,46330.73,2,1,0,115670.7,1
2771,15662352,Customer_2771,578,France,Female,82,4,168842.08,1,0,1,136707.98,0
2772,15807901,Customer_2772,770,France,Male,77,2,217055.19,2,1,0,126637.23,0
2773,15591274,Customer_2773,454,Spain,Female,18,3,87609.67,1,1,1,49614.6,0
2774,15790190,Customer_2774,640,France,Male,76,2,29278.79,1,1,1,192582.87,0
2775,15584327,Customer_2775,581,Germany,Female,21,7,0.0,2,1,1,94485.74,0
2776,15781695,Customer_2776,631,France,Female,31,3,0.0,4,1,0,19688.3,0
2777,15789631,Customer_2777,587,France,Male,35,2,11009.42,2,0,0,199589.82,0
2778,15594912,Customer_2778,429,France,Male,51,1,0.0,2,0,0,130003.51,0
2779,15799147,Customer_2779,600,France,Male,18,2,81838.86,2,1,0,121695.88,0
2780,15762227,Customer_2780,743,France,Female,70,6,0.0,2,1,0,183310.5,1
2781,15593423,Customer_2781,667,France,Male,39,5,166268.29,1,0,0,108375.18,0
2782,15608556,Customer_2782,621,Spain,Male,78,9,248057.53,1,0,1,72084.54,1
2783,15607808,Customer_2783,722,Spain,Female,39,4,226222.34,1,1,0,34956.45,0
2784,15590541,Customer_2784,628,Spain,Female,67,7,70684.14,1,1,1,162112.52,0
2785,15670866,Customer_2785,575,Spain,Male,33,10,194795.59,2,1,0,66206.6,0
2786,15674136,Customer_2786,567,France,Male,45,0,234847.18,2,1,1,103281.85,0
2787,15808129,Customer_2787,624,Spain,Male,87,2,0.0,2,0,0,101778.33,0
2788,15597929,Customer_2788,791,France,Female,59,1,222291.89,1,1,1,148076.82,1
2789,15646629,Customer_2789,544,Spain,Female,83,1,0.0,1,1,0,136833.76,1
2790,15623577,Customer_2790,546,Spain,Male,88,10,0.0,1,1,1,84719.0,0
2791,15657283,Customer_2791,741,Germany,Female,52,0,30055.14,1,0,0,85210.97,0
2792,15604494,Customer_2792,667,Spain,Male,37,4,127076.64,2,1,0,54072.61,0
2793,15600635,Customer_2793,798,Germany,Male,19,4,23149.87,2,0,0,68188.49,0
2794,15767471,Customer_2794,796,France,Female,24,2,249633.68,1,1,1,142291.69,0
2795,15745312,Customer_2795,733,France,Male,66,8,95994.32,2,1,0,112468.3,0
2796,15683606,Customer_2796,729,Germany,Male,26,5,240001.58,2,1,1,10220.29,1
2797,15667199,Customer_2797,658,France,Female,44,9,195549.04,2,1,0,101638.78,0
2798,15784905,Customer_2798,468,Germany,Male,19,5,108709.83,3,1,0,191002.24,0
2799,15700909,Customer_2799,562,Spain,Male,85,9,0.0,2,1,1,21868.52,0
2800,15592624,Customer_2800,572,France,Female,77,5,66926.34,2,1,0,20990.3,1
2801,15772902,Customer_2801,756,Spain,Male,66,1,171530.7,2,1,1,133550.32,0
2802,15641001,Customer_2802,826,Spain,Male,19,10,0.0,1,0,0,191542.88,1
2803,15692735,Customer_2803,650,Spain,Female,34,9,245065.72,1,0,0,5352.12,0
2804,15571117,Customer_2804,673,Spain,Female,37,9,41718.92,1,0,1,68911.69,0
2805,15602718,Customer_2805,589,Germany,Female,49,7,0.0,2,1,1,13410.6,1
2806,15786232,Customer_2806,624,Spain,Male,68,5,20185.47,2,1,0,53169.81,0
2807,15575205,Customer_2807,606,Spain,Female,59,2,0.0,2,1,1,110904.48,0
2808,15662058,Customer_2808,824,France,Male,80,9,207056.19,1,1,1,88427.11,1
2809,15676989,Customer_2809,807,France,Female,78,8,57581.65,2,1,1,72669.97,1
2810,15611176,Customer_2810,516,Germany,Male,79,1,0.0,2,0,1,42142.78,1
2811,15723153,Customer_2811,662,France,Male,20,6,0.0,1,1,1,123890.07,0
2812,15622573,Customer_2812,622,Germany,Female,43,2,0.0,1,1,1,115151.66,0
2813,15694627,Customer_2813,300,Germany,Male,65,5,0.0,2,0,0,132615.64,0
2814,15764463,Customer_2814,781,France,Male,25,4,130558.19,2,1,0,158638.44,0
2815,15728539,Customer_2815,850,Germany,Female,22,5,90343.16,2,1,1,145891.25,0
2816,15785989,Customer_2816,749,Spain,Male,28,7,0.0,1,1,1,191448.01,0
2817,15600570,Customer_2817,612,France,Male,59,2,77192.37,1,0,1,33891.82,0
2818,15603302,Customer_2818,778,France,Male,58,1,164364.0,2,1,0,190274.49,0
2819,15720428,Customer_2819,697,France,Female,36,7,0.0,3,0,1,34436.67,0
2820,15690875,Customer_2820,848,France,Female,65,0,184948.48,2,0,0,168563.11,1
2821,15641323,Customer_2821,685,Spain,Female,70,1,110415.89,2,1,1,157685.2,1
2822,15737953,Customer_2822,649,France,Female,72,9,0.0,2,1,0,133212.38,1
2823,15603160,Customer_2823,645,Germany,Female,78,0,204218.04,1,1,0,141247.4,0
2824,15803029,Customer_2824,621,France,Female,49,4,88201.71,2,1,0,138303.21,0
2825,15605010,Customer_2825,705,France,Female,63,7,0.0,1,1,0,105984.15,0
2826,15750427,Customer_2826,799,Spain,Female,53,1,114255.09,2,1,1,6542.13,1
2827,15680361,Customer_2827,541,Germany,Male,35,3,206445.4,1,1,1,115912.84,0
2828,15666500,Customer_2828,733,France,Male,91,3,0.0,2,1,1,77829.73,0
2829,15741613,Customer_2829,850,France,Male,35,10,235062.32,2,0,0,54479.91,0
2830,15613641,Customer_2830,551,France,Male,29,10,0.0,1,1,0,98026.94,0
2831,15635630,Customer_2831,743,France,Female,89,6,94792.8,1,1,1,169617.19,0
2832,15627039,Customer_2832,639,Germany,Male,63,0,0.0,1,1,1,115671.0,0
2833,15699606,Customer_2833,507,France,Male,72,8,93471.67,1,1,1,192944.98,0
2834,15800959,Customer_2834,477,France,Male,55,2,45099.12,1,1,1,84117.64,0
2835,15619481,Customer_2835,721,France,Male,19,5,26438.18,2,1,0,33664.54,0
2836,15571753,Customer_2836,522,Spain,Male,26,9,0.0,2,0,1,62937.22,1
2837,15648358,Customer_2837,735,Spain,Female,22,4,120085.71,3,0,1,28942.35,0
2838,15651773,Customer_2838,660,France,Female,36,3,0.0,1,1,1,136974.01,1
2839,15771303,Customer_2839,840,Spain,Male,88,8,13340.68,1,1,1,31912.42,1
2840,15813072,Customer_2840,558,France,Male,56,10,0.0,1,1,0,103651.88,1
2841,15764673,Customer_2841,548,France,Male,59,8,44755.96,1,1,0,184677.26,0
2842,15597285,Customer_2842,766,Spain,Male,34,0,0.0,2,0,1,86775.79,0
2843,15752015,Customer_2843,621,Spain,Female,80,6,38979.65,2,0,0,80548.33,1
2844,15586632,Customer_2844,740,Spain,Male,63,9,134903.86,2,0,1,40634.08,1
2845,15797736,Customer_2845,780,Germany,Female,37,8,32838.23,1,1,0,150754.91,1
2846,15792473,Customer_2846,804,France,Male,87,4,71525.74,2,1,0,60856.04,0
2847,15787015,Customer_2847,523,Spain,Female,25,0,118410.09,3,0,0,198073.07,0
2848,15752699,Customer_2848,618,France,Female,36,7,50250.13,1,1,0,33360.25,0
2849,15771269,Customer_2849,476,Germany,Female,49,4,117097.93,3,1,1,459.97,1
2850,15750204,Customer_2850,779,France,Male,36,5,92256.43,1,0,1,107884.96,0
2851,15667753,Customer_2851,636,Germany,Male,41,6,216543.32,1,0,0,13738.57,0
2852,15660406,Customer_2852,412,France,Female,41,9,200776.77,3,1,1,73936.48,0
2853,15694204,Customer_2853,766,France,Male,73,6,248285.1,2,1,0,90332.53,0
2854,15608460,Customer_2854,740,Spain,Male,35,6,0.0,1,0,0,49671.82,0
2855,15621403,Customer_2855,550,France,Female,29,0,148095.3,1,0,1,195617.65,0
2856,15739435,Customer_2856,630,Germany,Male,58,6,237195.0,2,1,1,68970.99,1
2857,15782708,Customer_2857,713,France,Female,65,10,105902.13,2,1,1,28949.29,0
2858,15595918,Customer_2858,758,France,Male,81,2,143363.84,2,1,0,7474.66,0
2859,15653110,Customer_2859,588,France,Male,33,4,100980.52,1,1,0,61890.26,0
2860,15662622,Customer_2860,750,France,Female,40,9,141006.57,2,1,1,164208.47,0
2861,15810168,Customer_2861,626,Spain,Female,56,4,29383.94,1,1,0,49193.65,0
2862,15583405,Customer_2862,690,France,Female,50,7,0.0,2,1,1,119742.48,0
2863,15594447,Customer_2863,681,Spain,Female,41,6,0.0,2,0,1,197815.88,0
2864,15805263,Customer_2864,468,Germany,Male,78,6,25777.7,1,1,1,68722.88,1
2865,15601133,Customer_2865,578,France,Male,72,5,202249.54,1,0,0,123197.8,0
2866,15738918,Customer_2866,528,Germany,Male,78,6,68016.35,1,1,1,119905.64,1
2867,15795422,Customer_2867,568,Germany,Female,57,6,0.0,1,1,1,118859.84,0
2868,15704598,Customer_2868,681,Spain,Male,75,4,0.0,1,1,1,190671.07,0
2869,15782002,Customer_2869,572,France,Male,89,4,20591.74,1,0,0,157182.5,0
2870,15760038,Customer_2870,682,France,Male,91,3,121177.44,1,1,1,1775.49,0
2871,15677380,Customer_2871,539,Spain,Female,18,3,0.0,2,1,1,5591.64,0
2872,15712082,Customer_2872,617,Spain,Female,42,4,143054.57,1,0,0,8018.79,0
2873,15596657,Customer_2873,798,Spain,Male,70,9,0.0,1,0,0,72924.87,0
2874,15570076,Customer_2874,568,France,Male,78,8,0.0,3,0,0,87929.9,1
2875,15751639,Customer_2875,727,Spain,Female,63,10,0.0,1,1,1,161437.93,0
2876,15624265,Customer_2876,503,France,Female,91,5,40241.48,1,0,1,127257.69,0
2877,15651964,Customer_2877,733,France,Female,77,7,95089.59,2,0,0,199987.68,0
2878,15663714,Customer_2878,561,France,Female,68,8,0.0,1,0,0,158804.61,1
2879,15761430,Customer_2879,578,Germany,Male,90,3,0.0,2,1,1,174692.88,1
2880,15755258,Customer_2880,754,France,Female,65,6,152626.03,1,1,0,36404.64,0
2881,15770263,Customer_2881,410,France,Male,57,4,144177.18,1,0,0,128284.85,0
2882,15610381,Customer_2882,631,Spain,Female,24,3,0.0,2,1,1,29811.88,1
2883,15771691,Customer_2883,743,France,Male,36,6,150448.35,1,1,0,134993.06,0
2884,15699903,Customer_2884,467,France,Male,32,2,0.0,1,1,1,161927.77,0
2885,15601949,Customer_2885,634,France,Female,87,0,0.0,1,1,1,60059.86,1
2886,15608282,Customer_2886,527,Spain,Male,78,6,242759.35,1,1,0,33451.36,0
2887,15618849,Customer_2887,580,Germany,Male,73,8,67447.57,1,1,0,47489.32,0
2888,15746925,Customer_2888,660,France,Male,27,1,117458.24,1,1,1,162183.99,0
2889,15706838,Customer_2889,698,Spain,Female,63,6,15451.75,2,1,1,109413.13,0
2890,15610339,Customer_2890,697,Spain,Female,74,9,142083.02,2,1,1,107294.06,0
2891,15602734,Customer_2891,769,France,Female,52,1,101648.04,2,1,0,115352.93,1
2892,15661686,Customer_2892,626,Germany,Male,89,2,0.0,2,1,1,98464.11,0
2893,15657240,Customer_2893,588,Spain,Male,20,9,0.0,2,1,1,172674.04,0
2894,15611241,Customer_2894,690,Germany,Male,83,9,112753.87,4,0,1,101491.26,0
2895,15769710,Customer_2895,759,France,Male,70,2,109431.13,1,1,0,119192.69,0
2896,15640323,Customer_2896,579,Spain,Female,69,3,121144.78,2,1,0,195952.26,1
2897,15631021,Customer_2897,677,Germany,Male,70,5,37876.91,1,1,0,91066.98,1
2898,15697510,Customer_2898,694,France,Male,71,2,104343.07,2,0,0,37436.11,0
2899,15634316,Customer_2899,653,France,Male,64,8,90737.02,2,0,1,112595.19,0
2900,15667321,Customer_2900,685,France,Female,20,1,0.0,2,1,0,140922.36,0
2901,15586452,Customer_2901,719,France,Male,82,6,215589.08,1,1,0,25042.72,0
2902,15606861,Customer_2902,674,Spain,Female,32,5,56268.49,2,0,0,32404.76,0
2903,15641321,Customer_2903,648,France,Female,51,1,155857.44,1,1,0,4884.83,0
2904,15576817,Customer_2904,637,France,Male,67,10,0.0,2,0,0,148873.29,1
2905,15591840,Customer_2905,752,Germany,Male,50,2,86030.2,4,0,0,40436.14,1
2906,15670902,Customer_2906,686,France,Male,90,5,123437.83,1,0,1,180211.23,0
2907,15581516,Customer_2907,762,Spain,Male,20,9,0.0,1,0,1,103089.9,0
2908,15733237,Customer_2908,661,France,Female,19,3,0.0,1,1,0,191040.87,0
2909,15597383,Customer_2909,714,France,Female,21,0,0.0,1,0,1,76615.83,0
2910,15766104,Customer_2910,705,France,Female,33,0,248274.4,2,1,0,191156.9,0
2911,15598706,Customer_2911,591,France,Female,71,2,161432.68,2,1,1,195517.74,0
2912,15632718,Customer_2912,406,France,Female,50,7,0.0,1,1,1,26016.54,0
2913,15758475,Customer_2913,485,Germany,Female,26,10,34641.58,2,1,0,24997.46,0
2914,15735024,Customer_2914,733,Spain,Female,74,3,19772.75,2,1,1,84705.35,0
2915,15573095,Customer_2915,705,France,Female,57,10,0.0,1,0,1,82782.04,0
2916,15610418,Customer_2916,650,Germany,Female,69,0,173214.29,1,1,1,129982.96,0
2917,15657877,Customer_2917,674,Germany,Female,33,7,215198.15,2,1,1,22540.1,1
2918,15712696,Customer_2918,583,Spain,Male,25,9,47615.95,1,1,1,151262.54,0
2919,15757948,Customer_2919,577,France,Male,77,5,0.0,1,1,0,44994.94,0
2920,15685217,Customer_2920,621,France,Male,53,0,0.0,1,1,0,30132.0,0
2921,15666467,Customer_2921,730,France,Female,20,9,0.0,2,1,0,158901.5,0
2922,15790454,Customer_2922,753,Germany,Male,32,9,53842.69,1,1,1,16068.97,0
2923,15763571,Customer_2923,682,Spain,Female,40,5,238796.63,2,1,0,142316.88,0
2924,15590619,Customer_2924,659,France,Female,20,0,0.0,2,0,1,22238.47,0
2925,15571046,Customer_2925,644,France,Male,47,9,239217.25,1,1,0,148009.41,1
2926,15769445,Customer_2926,610,Spain,Female,62,9,76568.62,2,1,1,158104.12,1
2927,15775971,Customer_2927,452,Spain,Male,34,2,151051.75,1,1,1,116933.24,0
2928,15619474,Customer_2928,737,Spain,Female,75,1,0.0,2,1,1,70366.39,0
2929,15645757,Customer_2929,719,Spain,Female,75,3,180629.49,2,0,1,47252.19,1
2930,15797838,Customer_2930,679,France,Male,74,1,15123.06,1,1,1,161778.87,0
2931,15585111,Customer_2931,712,Germany,Male,24,10,249589.4,2,1,1,21368.8,0
2932,15654016,Customer_2932,826,Germany,Male,56,4,232734.39,1,1,0,194886.43,0
2933,15757882,Customer_2933,598,France,Male,75,3,0.0,1,1,1,155820.62,0
2934,15723334,Customer_2934,681,Germany,Male,73,5,140456.03,1,1,0,138073.81,1
2935,15588838,Customer_2935,525,Germany,Male,32,6,85493.55,2,1,1,197718.74,0
2936,15773753,Customer_2936,823,France,Female,61,1,220934.56,1,1,0,137744.12,0
2937,15649812,Customer_2937,657,Spain,Female,29,1,0.0,1,1,1,20802.11,1
2938,15669498,Customer_2938,448,Germany,Female,25,7,0.0,2,0,1,64525.21,0
2939,15799282,Customer_2939,612,Spain,Female,58,8,18126.67,2,1,0,117085.44,0
2940,15764848,Customer_2940,779,France,Male,51,4,80018.03,2,1,0,115083.02,0
2941,15804793,Customer_2941,722,France,Female,63,6,19152.95,1,1,1,2023.07,0
2942,15650892,Customer_2942,815,Germany,Female,46,8,43914.57,2,1,0,52002.3,0
2943,15778451,Customer_2943,639,France,Male,33,0,162673.13,2,1,1,147256.23,0
2944,15573647,Customer_2944,732,Germany,Female,22,7,188820.42,1,0,0,131919.17,0
2945,15765983,Customer_2945,687,Spain,Male,22,9,122324.06,2,1,1,179500.56,0
2946,15731901,Customer_2946,684,France,Male,47,9,154069.09,1,1,0,192033.8,0
2947,15567581,Customer_2947,552,Germany,Male,67,8,47412.41,2,0,0,173900.0,1
2948,15676715,Customer_2948,343,Germany,Female,22,8,86030.84,2,1,1,110628.41,0
2949,15782545,Customer_2949,644,France,Male,30,9,181092.12,2,0,0,108594.87,0
2950,15580215,Customer_2950,440,Spain,Female,66,6,0.0,2,1,1,73903.55,1
2951,15591001,Customer_2951,709,Spain,Female,67,9,93714.69,2,1,0,179753.34,0
2952,15671510,Customer_2952,608,Germany,Female,31,2,0.0,1,0,0,166124.69,0
2953,15635522,Customer_2953,566,Germany,Male,63,4,152757.97,1,1,1,155797.52,0
2954,15789345,Customer_2954,563,France,Male,51,1,204289.27,1,1,1,155680.34,0
2955,15612812,Customer_2955,657,Spain,Male,88,10,122666.81,2,1,1,169766.24,1
2956,15626264,Customer_2956,745,Germany,Female,64,9,37729.42,1,1,0,183773.16,1
2957,15789563,Customer_2957,620,Germany,Female,77,2,211208.18,3,0,0,164203.57,0
2958,15708164,Customer_2958,574,Spain,Male,91,9,27135.31,1,1,1,163004.27,1
2959,15786473,Customer_2959,575,France,Female,28,6,0.0,1,1,0,132062.01,0
2960,15579748,Customer_2960,812,Spain,Male,67,0,72658.56,3,1,1,91624.41,1
2961,15610018,Customer_2961,645,France,Male,21,2,234716.36,1,0,0,110179.2,0
2962,15581502,Customer_2962,376,France,Female,58,4,187010.37,2,0,0,107064.51,1
2963,15642295,Customer_2963,610,France,Female,76,10,145938.16,1,1,1,164836.43,0
